PERMNO,date,TICKER,COMNAM,RET,RETX
12591,2011-06-13,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.008312,-0.008312
12591,2011-06-14,APO,APOLLO GLOBAL MANAGEMENT LLC,0.031593,0.031593
12591,2011-06-15,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.001875,-0.001875
12591,2011-06-16,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.006262,-0.006262
12591,2011-06-17,APO,APOLLO GLOBAL MANAGEMENT LLC,0.005041,0.005041
12591,2011-06-20,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.015674,-0.015674
12591,2011-06-21,APO,APOLLO GLOBAL MANAGEMENT LLC,0.019108,0.019108
12591,2011-06-22,APO,APOLLO GLOBAL MANAGEMENT LLC,0.020000,0.020000
12591,2011-06-23,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.013480,-0.013480
12591,2011-06-24,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.006211,-0.006211
12591,2011-06-27,APO,APOLLO GLOBAL MANAGEMENT LLC,0.007500,0.007500
12591,2011-06-28,APO,APOLLO GLOBAL MANAGEMENT LLC,0.029156,0.029156
12591,2011-06-29,APO,APOLLO GLOBAL MANAGEMENT LLC,0.032550,0.032550
12591,2011-06-30,APO,APOLLO GLOBAL MANAGEMENT LLC,0.004086,0.004086
12591,2011-07-01,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.003488,-0.003488
12591,2011-07-05,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.008751,-0.008751
12591,2011-07-06,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.006474,-0.006474
12591,2011-07-07,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.000592,-0.000592
12591,2011-07-08,APO,APOLLO GLOBAL MANAGEMENT LLC,0.007706,0.007706
12591,2011-07-11,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.027059,-0.027059
12591,2011-07-12,APO,APOLLO GLOBAL MANAGEMENT LLC,0.006650,0.006650
12591,2011-07-13,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.015616,-0.015616
12591,2011-07-14,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.007932,-0.007932
12591,2011-07-15,APO,APOLLO GLOBAL MANAGEMENT LLC,0.014760,0.014760
12591,2011-07-18,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.036364,-0.036364
12591,2011-07-19,APO,APOLLO GLOBAL MANAGEMENT LLC,0.006289,0.006289
12591,2011-07-20,APO,APOLLO GLOBAL MANAGEMENT LLC,0.021250,0.021250
12591,2011-07-21,APO,APOLLO GLOBAL MANAGEMENT LLC,0.025092,0.025092
12591,2011-07-22,APO,APOLLO GLOBAL MANAGEMENT LLC,0.011343,0.011343
12591,2011-07-25,APO,APOLLO GLOBAL MANAGEMENT LLC,0.015348,0.015348
12591,2011-07-26,APO,APOLLO GLOBAL MANAGEMENT LLC,0.004651,0.004651
12591,2011-07-27,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.027199,-0.027199
12591,2011-07-28,APO,APOLLO GLOBAL MANAGEMENT LLC,0.003569,0.003569
12591,2011-07-29,APO,APOLLO GLOBAL MANAGEMENT LLC,0.026082,0.026082
12591,2011-08-01,APO,APOLLO GLOBAL MANAGEMENT LLC,0.010976,0.010976
12591,2011-08-02,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.038857,-0.038857
12591,2011-08-03,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.005351,-0.005351
12591,2011-08-04,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.107591,-0.107591
12591,2011-08-05,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.058942,-0.058942
12591,2011-08-08,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.057651,-0.057651
12591,2011-08-09,APO,APOLLO GLOBAL MANAGEMENT LLC,0.067976,0.067976
12591,2011-08-10,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.037482,-0.037482
12591,2011-08-11,APO,APOLLO GLOBAL MANAGEMENT LLC,0.000000,0.000000
12591,2011-08-12,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.024247,-0.024247
12591,2011-08-15,APO,APOLLO GLOBAL MANAGEMENT LLC,0.003765,0.003765
12591,2011-08-16,APO,APOLLO GLOBAL MANAGEMENT LLC,0.063016,0.063016
12591,2011-08-17,APO,APOLLO GLOBAL MANAGEMENT LLC,0.019054,0.019054
12591,2011-08-18,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.015235,-0.031856
12591,2011-08-19,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.009299,-0.009299
12591,2011-08-22,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.045487,-0.045487
12591,2011-08-23,APO,APOLLO GLOBAL MANAGEMENT LLC,0.009834,0.009834
12591,2011-08-24,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.012734,-0.012734
12591,2011-08-25,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.013657,-0.013657
12591,2011-08-26,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.037692,-0.037692
12591,2011-08-29,APO,APOLLO GLOBAL MANAGEMENT LLC,0.007994,0.007994
12591,2011-08-30,APO,APOLLO GLOBAL MANAGEMENT LLC,0.015067,0.015067
12591,2011-08-31,APO,APOLLO GLOBAL MANAGEMENT LLC,0.013281,0.013281
12591,2011-09-01,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.004626,-0.004626
12591,2011-09-02,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.061193,-0.061193
12591,2011-09-06,APO,APOLLO GLOBAL MANAGEMENT LLC,0.005776,0.005776
12591,2011-09-07,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.022149,-0.022149
12591,2011-09-08,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.058725,-0.058725
12591,2011-09-09,APO,APOLLO GLOBAL MANAGEMENT LLC,0.024955,0.024955
12591,2011-09-12,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.056522,-0.056522
12591,2011-09-13,APO,APOLLO GLOBAL MANAGEMENT LLC,0.044240,0.044240
12591,2011-09-14,APO,APOLLO GLOBAL MANAGEMENT LLC,0.044131,0.044131
12591,2011-09-15,APO,APOLLO GLOBAL MANAGEMENT LLC,0.000845,0.000845
12591,2011-09-16,APO,APOLLO GLOBAL MANAGEMENT LLC,0.013514,0.013514
12591,2011-09-19,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.011667,-0.011667
12591,2011-09-20,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.021079,-0.021079
12591,2011-09-21,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.043066,-0.043066
12591,2011-09-22,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.068407,-0.068407
12591,2011-09-23,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.028986,-0.028986
12591,2011-09-26,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.004975,-0.004975
12591,2011-09-27,APO,APOLLO GLOBAL MANAGEMENT LLC,0.015000,0.015000
12591,2011-09-28,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.017734,-0.017734
12591,2011-09-29,APO,APOLLO GLOBAL MANAGEMENT LLC,0.028084,0.028084
12591,2011-09-30,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.000976,-0.000976
12591,2011-10-03,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.061523,-0.061523
12591,2011-10-04,APO,APOLLO GLOBAL MANAGEMENT LLC,0.030177,0.030177
12591,2011-10-05,APO,APOLLO GLOBAL MANAGEMENT LLC,0.040404,0.040404
12591,2011-10-06,APO,APOLLO GLOBAL MANAGEMENT LLC,0.003883,0.003883
12591,2011-10-07,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.008704,-0.008704
12591,2011-10-10,APO,APOLLO GLOBAL MANAGEMENT LLC,0.019512,0.019512
12591,2011-10-11,APO,APOLLO GLOBAL MANAGEMENT LLC,0.006699,0.006699
12591,2011-10-12,APO,APOLLO GLOBAL MANAGEMENT LLC,0.030418,0.030418
12591,2011-10-13,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.010148,-0.010148
12591,2011-10-14,APO,APOLLO GLOBAL MANAGEMENT LLC,0.003728,0.003728
12591,2011-10-17,APO,APOLLO GLOBAL MANAGEMENT LLC,0.000000,0.000000
12591,2011-10-18,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.003714,-0.003714
12591,2011-10-19,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.017707,-0.017707
12591,2011-10-20,APO,APOLLO GLOBAL MANAGEMENT LLC,0.034156,0.034156
12591,2011-10-21,APO,APOLLO GLOBAL MANAGEMENT LLC,0.033945,0.033945
12591,2011-10-24,APO,APOLLO GLOBAL MANAGEMENT LLC,0.044366,0.044366
12591,2011-10-25,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.006797,-0.006797
12591,2011-10-26,APO,APOLLO GLOBAL MANAGEMENT LLC,0.038495,0.038495
12591,2011-10-27,APO,APOLLO GLOBAL MANAGEMENT LLC,0.094728,0.094728
12591,2011-10-28,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.000752,-0.000752
12591,2011-10-31,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.002259,-0.002259
12591,2011-11-01,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.032453,-0.032453
12591,2011-11-02,APO,APOLLO GLOBAL MANAGEMENT LLC,0.021061,0.021061
12591,2011-11-03,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.003820,-0.003820
12591,2011-11-04,APO,APOLLO GLOBAL MANAGEMENT LLC,0.013804,0.013804
12591,2011-11-07,APO,APOLLO GLOBAL MANAGEMENT LLC,0.052194,0.052194
12591,2011-11-08,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.007189,-0.007189
12591,2011-11-09,APO,APOLLO GLOBAL MANAGEMENT LLC,0.000000,0.000000
12591,2011-11-10,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.042723,-0.042723
12591,2011-11-11,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.006051,-0.006051
12591,2011-11-14,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.012938,-0.012938
12591,2011-11-15,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.017733,-0.017733
12591,2011-11-16,APO,APOLLO GLOBAL MANAGEMENT LLC,0.018053,0.018053
12591,2011-11-17,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.067078,-0.067078
12591,2011-11-18,APO,APOLLO GLOBAL MANAGEMENT LLC,0.016529,0.016529
12591,2011-11-21,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.047154,-0.047154
12591,2011-11-22,APO,APOLLO GLOBAL MANAGEMENT LLC,0.005119,-0.011945
12591,2011-11-23,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.021589,-0.021589
12591,2011-11-25,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.018535,-0.018535
12591,2011-11-28,APO,APOLLO GLOBAL MANAGEMENT LLC,0.043166,0.043166
12591,2011-11-29,APO,APOLLO GLOBAL MANAGEMENT LLC,0.041379,0.041379
12591,2011-11-30,APO,APOLLO GLOBAL MANAGEMENT LLC,0.036424,0.036424
12591,2011-12-01,APO,APOLLO GLOBAL MANAGEMENT LLC,0.010383,0.010383
12591,2011-12-02,APO,APOLLO GLOBAL MANAGEMENT LLC,0.027668,0.027668
12591,2011-12-05,APO,APOLLO GLOBAL MANAGEMENT LLC,0.063077,0.063077
12591,2011-12-06,APO,APOLLO GLOBAL MANAGEMENT LLC,0.010854,0.010854
12591,2011-12-07,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.027201,-0.027201
12591,2011-12-08,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.030905,-0.030905
12591,2011-12-09,APO,APOLLO GLOBAL MANAGEMENT LLC,0.029613,0.029613
12591,2011-12-12,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.027286,-0.027286
12591,2011-12-13,APO,APOLLO GLOBAL MANAGEMENT LLC,0.004549,0.004549
12591,2011-12-14,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.041509,-0.041509
12591,2011-12-15,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.010236,-0.010236
12591,2011-12-16,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.064439,-0.064439
12591,2011-12-19,APO,APOLLO GLOBAL MANAGEMENT LLC,0.006803,0.006803
12591,2011-12-20,APO,APOLLO GLOBAL MANAGEMENT LLC,0.022889,0.022889
12591,2011-12-21,APO,APOLLO GLOBAL MANAGEMENT LLC,0.010651,0.010651
12591,2011-12-22,APO,APOLLO GLOBAL MANAGEMENT LLC,0.002451,0.002451
12591,2011-12-23,APO,APOLLO GLOBAL MANAGEMENT LLC,0.002445,0.002445
12591,2011-12-27,APO,APOLLO GLOBAL MANAGEMENT LLC,0.000000,0.000000
12591,2011-12-28,APO,APOLLO GLOBAL MANAGEMENT LLC,0.014634,0.014634
12591,2011-12-29,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.015224,-0.015224
12591,2011-12-30,APO,APOLLO GLOBAL MANAGEMENT LLC,0.009764,0.009764
12591,2012-01-03,APO,APOLLO GLOBAL MANAGEMENT LLC,0.051571,0.051571
12591,2012-01-04,APO,APOLLO GLOBAL MANAGEMENT LLC,0.004598,0.004598
12591,2012-01-05,APO,APOLLO GLOBAL MANAGEMENT LLC,0.022121,0.022121
12591,2012-01-06,APO,APOLLO GLOBAL MANAGEMENT LLC,0.039552,0.039552
12591,2012-01-09,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.029433,-0.029433
12591,2012-01-10,APO,APOLLO GLOBAL MANAGEMENT LLC,0.025148,0.025148
12591,2012-01-11,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.020202,-0.020202
12591,2012-01-12,APO,APOLLO GLOBAL MANAGEMENT LLC,0.008837,0.008837
12591,2012-01-13,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.003650,-0.003650
12591,2012-01-17,APO,APOLLO GLOBAL MANAGEMENT LLC,0.034432,0.034432
12591,2012-01-18,APO,APOLLO GLOBAL MANAGEMENT LLC,0.024788,0.024788
12591,2012-01-19,APO,APOLLO GLOBAL MANAGEMENT LLC,0.019350,0.019350
12591,2012-01-20,APO,APOLLO GLOBAL MANAGEMENT LLC,0.014237,0.014237
12591,2012-01-23,APO,APOLLO GLOBAL MANAGEMENT LLC,0.012701,0.012701
12591,2012-01-24,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.016502,-0.016502
12591,2012-01-25,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.028859,-0.028859
12591,2012-01-26,APO,APOLLO GLOBAL MANAGEMENT LLC,0.012439,0.012439
12591,2012-01-27,APO,APOLLO GLOBAL MANAGEMENT LLC,0.031399,0.031399
12591,2012-01-30,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.045665,-0.045665
12591,2012-01-31,APO,APOLLO GLOBAL MANAGEMENT LLC,0.031900,0.031900
12591,2012-02-01,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.013441,-0.013441
12591,2012-02-02,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.003406,-0.003406
12591,2012-02-03,APO,APOLLO GLOBAL MANAGEMENT LLC,0.015038,0.015038
12591,2012-02-06,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.000673,-0.000673
12591,2012-02-07,APO,APOLLO GLOBAL MANAGEMENT LLC,0.016846,0.016846
12591,2012-02-08,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.005302,-0.005302
12591,2012-02-09,APO,APOLLO GLOBAL MANAGEMENT LLC,0.021985,0.021985
12591,2012-02-10,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.061278,-0.061278
12591,2012-02-13,APO,APOLLO GLOBAL MANAGEMENT LLC,0.000000,0.000000
12591,2012-02-14,APO,APOLLO GLOBAL MANAGEMENT LLC,0.007639,0.007639
12591,2012-02-15,APO,APOLLO GLOBAL MANAGEMENT LLC,0.021365,0.021365
12591,2012-02-16,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.029690,-0.029690
12591,2012-02-17,APO,APOLLO GLOBAL MANAGEMENT LLC,0.007649,0.007649
12591,2012-02-21,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.007591,-0.039337
12591,2012-02-22,APO,APOLLO GLOBAL MANAGEMENT LLC,0.017241,0.017241
12591,2012-02-23,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.016243,-0.016243
12591,2012-02-24,APO,APOLLO GLOBAL MANAGEMENT LLC,0.016511,0.016511
12591,2012-02-27,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.009181,-0.009181
12591,2012-02-28,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.005702,-0.005702
12591,2012-02-29,APO,APOLLO GLOBAL MANAGEMENT LLC,0.005018,0.005018
12591,2012-03-01,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.004280,-0.004280
12591,2012-03-02,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.002865,-0.002865
12591,2012-03-05,APO,APOLLO GLOBAL MANAGEMENT LLC,0.010057,0.010057
12591,2012-03-06,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.016358,-0.016358
12591,2012-03-07,APO,APOLLO GLOBAL MANAGEMENT LLC,0.001446,0.001446
12591,2012-03-08,APO,APOLLO GLOBAL MANAGEMENT LLC,0.012274,0.012274
12591,2012-03-09,APO,APOLLO GLOBAL MANAGEMENT LLC,0.014265,0.014265
12591,2012-03-12,APO,APOLLO GLOBAL MANAGEMENT LLC,0.003516,0.003516
12591,2012-03-13,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.001402,-0.001402
12591,2012-03-14,APO,APOLLO GLOBAL MANAGEMENT LLC,0.009123,0.009123
12591,2012-03-15,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.001349,-0.001349
12591,2012-03-16,APO,APOLLO GLOBAL MANAGEMENT LLC,0.015278,0.015278
12591,2012-03-19,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.010974,-0.010974
12591,2012-03-20,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.006935,-0.006935
12591,2012-03-21,APO,APOLLO GLOBAL MANAGEMENT LLC,0.016760,0.016760
12591,2012-03-22,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.019918,-0.019918
12591,2012-03-23,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.000701,-0.000701
12591,2012-03-26,APO,APOLLO GLOBAL MANAGEMENT LLC,0.010519,0.010519
12591,2012-03-27,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.015961,-0.015961
12591,2012-03-28,APO,APOLLO GLOBAL MANAGEMENT LLC,0.004937,0.004937
12591,2012-03-29,APO,APOLLO GLOBAL MANAGEMENT LLC,0.010526,0.010526
12591,2012-03-30,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.008333,-0.008333
12591,2012-04-02,APO,APOLLO GLOBAL MANAGEMENT LLC,0.008403,0.008403
12591,2012-04-03,APO,APOLLO GLOBAL MANAGEMENT LLC,0.003472,0.003472
12591,2012-04-04,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.022145,-0.022145
12591,2012-04-05,APO,APOLLO GLOBAL MANAGEMENT LLC,0.015570,0.015570
12591,2012-04-09,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.013240,-0.013240
12591,2012-04-10,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.036017,-0.036017
12591,2012-04-11,APO,APOLLO GLOBAL MANAGEMENT LLC,0.024908,0.024908
12591,2012-04-12,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.010007,-0.010007
12591,2012-04-13,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.020939,-0.020939
12591,2012-04-16,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.017699,-0.017699
12591,2012-04-17,APO,APOLLO GLOBAL MANAGEMENT LLC,0.014264,0.014264
12591,2012-04-18,APO,APOLLO GLOBAL MANAGEMENT LLC,0.015544,0.015544
12591,2012-04-19,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.015306,-0.015306
12591,2012-04-20,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.038490,-0.038490
12591,2012-04-23,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.003079,-0.003079
12591,2012-04-24,APO,APOLLO GLOBAL MANAGEMENT LLC,0.020849,0.020849
12591,2012-04-25,APO,APOLLO GLOBAL MANAGEMENT LLC,0.000756,0.000756
12591,2012-04-26,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.009826,-0.009826
12591,2012-04-27,APO,APOLLO GLOBAL MANAGEMENT LLC,0.000763,0.000763
12591,2012-04-30,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.020595,-0.020595
12591,2012-05-01,APO,APOLLO GLOBAL MANAGEMENT LLC,0.005452,0.005452
12591,2012-05-02,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.020139,-0.020139
12591,2012-05-03,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.024506,-0.024506
12591,2012-05-04,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.014587,-0.014587
12591,2012-05-07,APO,APOLLO GLOBAL MANAGEMENT LLC,0.003289,0.003289
12591,2012-05-08,APO,APOLLO GLOBAL MANAGEMENT LLC,0.053279,0.053279
12591,2012-05-09,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.063035,-0.063035
12591,2012-05-10,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.000831,-0.000831
12591,2012-05-11,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.006650,-0.006650
12591,2012-05-14,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.005021,-0.005021
12591,2012-05-15,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.023549,-0.023549
12591,2012-05-16,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.012920,-0.012920
12591,2012-05-17,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.039267,-0.061082
12591,2012-05-18,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.020446,-0.020446
12591,2012-05-21,APO,APOLLO GLOBAL MANAGEMENT LLC,0.044592,0.044592
12591,2012-05-22,APO,APOLLO GLOBAL MANAGEMENT LLC,0.016349,0.016349
12591,2012-05-23,APO,APOLLO GLOBAL MANAGEMENT LLC,0.043789,0.043789
12591,2012-05-24,APO,APOLLO GLOBAL MANAGEMENT LLC,0.004281,0.004281
12591,2012-05-25,APO,APOLLO GLOBAL MANAGEMENT LLC,0.007673,0.007673
12591,2012-05-29,APO,APOLLO GLOBAL MANAGEMENT LLC,0.016074,0.016074
12591,2012-05-30,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.027477,-0.027477
12591,2012-05-31,APO,APOLLO GLOBAL MANAGEMENT LLC,-0.000856,-0.000856
