PERMNO,date,TICKER,COMNAM,RET,RETX
79754,2000-01-03,GSG,GLOBAL SMALL CAP FUND INC,-0.023697,-0.023697
79754,2000-01-04,GSG,GLOBAL SMALL CAP FUND INC,-0.053398,-0.053398
79754,2000-01-05,GSG,GLOBAL SMALL CAP FUND INC,0.000000,0.000000
79754,2000-01-06,GSG,GLOBAL SMALL CAP FUND INC,-0.010256,-0.010256
79754,2000-01-07,GSG,GLOBAL SMALL CAP FUND INC,0.000000,0.000000
79754,2000-01-10,GSG,GLOBAL SMALL CAP FUND INC,0.046632,0.046632
79754,2000-01-11,GSG,GLOBAL SMALL CAP FUND INC,-0.014851,-0.014851
79754,2000-01-12,GSG,GLOBAL SMALL CAP FUND INC,0.005025,0.005025
79754,2000-01-13,GSG,GLOBAL SMALL CAP FUND INC,0.010000,0.010000
79754,2000-01-14,GSG,GLOBAL SMALL CAP FUND INC,0.034653,0.034653
79754,2000-01-18,GSG,GLOBAL SMALL CAP FUND INC,0.016746,0.016746
79754,2000-01-19,GSG,GLOBAL SMALL CAP FUND INC,0.030588,0.030588
79754,2000-01-20,GSG,GLOBAL SMALL CAP FUND INC,-0.009132,-0.009132
79754,2000-01-21,GSG,GLOBAL SMALL CAP FUND INC,0.000000,0.000000
79754,2000-01-24,GSG,GLOBAL SMALL CAP FUND INC,0.041475,0.041475
79754,2000-01-25,GSG,GLOBAL SMALL CAP FUND INC,0.021961,0.021961
79754,2000-01-26,GSG,GLOBAL SMALL CAP FUND INC,,
90448,2004-11-18,GLD,STREETTRACKS GOLD TRUST,C,C
90448,2004-11-19,GLD,STREETTRACKS GOLD TRUST,0.009013,0.009013
90448,2004-11-22,GLD,STREETTRACKS GOLD TRUST,0.003796,0.003796
90448,2004-11-23,GLD,STREETTRACKS GOLD TRUST,-0.004449,-0.004449
90448,2004-11-24,GLD,STREETTRACKS GOLD TRUST,0.006704,0.006704
90448,2004-11-26,GLD,STREETTRACKS GOLD TRUST,0.005327,0.005327
90448,2004-11-29,GLD,STREETTRACKS GOLD TRUST,0.002429,0.002429
90448,2004-11-30,GLD,STREETTRACKS GOLD TRUST,-0.006167,-0.006167
90448,2004-12-01,GLD,STREETTRACKS GOLD TRUST,0.005762,0.005762
90448,2004-12-02,GLD,STREETTRACKS GOLD TRUST,-0.009476,-0.009476
90448,2004-12-03,GLD,STREETTRACKS GOLD TRUST,0.014460,0.014460
90448,2004-12-06,GLD,STREETTRACKS GOLD TRUST,-0.009430,-0.009430
90448,2004-12-07,GLD,STREETTRACKS GOLD TRUST,-0.001328,-0.001328
90448,2004-12-08,GLD,STREETTRACKS GOLD TRUST,-0.024385,-0.024385
90448,2004-12-09,GLD,STREETTRACKS GOLD TRUST,-0.005226,-0.005226
90448,2004-12-10,GLD,STREETTRACKS GOLD TRUST,-0.007766,-0.007766
90448,2004-12-13,GLD,STREETTRACKS GOLD TRUST,0.010820,0.010820
90448,2004-12-14,GLD,STREETTRACKS GOLD TRUST,-0.008199,-0.008199
90448,2004-12-15,GLD,STREETTRACKS GOLD TRUST,0.010103,0.010103
90448,2004-12-16,GLD,STREETTRACKS GOLD TRUST,-0.007047,-0.007047
90448,2004-12-17,GLD,STREETTRACKS GOLD TRUST,0.011676,0.011676
90448,2004-12-20,GLD,STREETTRACKS GOLD TRUST,0.003394,0.003394
90448,2004-12-21,GLD,STREETTRACKS GOLD TRUST,-0.002706,-0.002706
90448,2004-12-22,GLD,STREETTRACKS GOLD TRUST,-0.004523,-0.004523
90448,2004-12-23,GLD,STREETTRACKS GOLD TRUST,0.005679,0.005679
90448,2004-12-27,GLD,STREETTRACKS GOLD TRUST,0.004744,0.004744
90448,2004-12-28,GLD,STREETTRACKS GOLD TRUST,-0.002473,-0.002473
90448,2004-12-29,GLD,STREETTRACKS GOLD TRUST,-0.016002,-0.016002
90448,2004-12-30,GLD,STREETTRACKS GOLD TRUST,0.003894,0.003894
90448,2004-12-31,GLD,STREETTRACKS GOLD TRUST,-0.000685,-0.000685
90448,2005-01-03,GLD,STREETTRACKS GOLD TRUST,-0.017808,-0.017808
90448,2005-01-04,GLD,STREETTRACKS GOLD TRUST,-0.006509,-0.006509
90448,2005-01-05,GLD,STREETTRACKS GOLD TRUST,-0.001638,-0.001638
90448,2005-01-06,GLD,STREETTRACKS GOLD TRUST,-0.012186,-0.012186
90448,2005-01-07,GLD,STREETTRACKS GOLD TRUST,-0.007355,-0.007355
90448,2005-01-10,GLD,STREETTRACKS GOLD TRUST,0.002629,0.002629
90448,2005-01-11,GLD,STREETTRACKS GOLD TRUST,0.006198,0.006198
90448,2005-01-12,GLD,STREETTRACKS GOLD TRUST,0.009240,0.009240
90448,2005-01-13,GLD,STREETTRACKS GOLD TRUST,0.000000,0.000000
90448,2005-01-14,GLD,STREETTRACKS GOLD TRUST,-0.006573,-0.006573
90448,2005-01-18,GLD,STREETTRACKS GOLD TRUST,0.000000,0.000000
90448,2005-01-19,GLD,STREETTRACKS GOLD TRUST,-0.001418,-0.001418
90448,2005-01-20,GLD,STREETTRACKS GOLD TRUST,-0.000237,-0.000237
90448,2005-01-21,GLD,STREETTRACKS GOLD TRUST,0.011598,0.011598
90448,2005-01-24,GLD,STREETTRACKS GOLD TRUST,0.000702,0.000702
90448,2005-01-25,GLD,STREETTRACKS GOLD TRUST,-0.012392,-0.012392
90448,2005-01-26,GLD,STREETTRACKS GOLD TRUST,0.010653,0.010653
